2026-02-20 10:56:41, 14.59858, -61.06417
2026-02-20 10:56:46, 14.59713, -61.06684
2026-02-20 10:56:51, 14.60388, -61.06449
2026-02-20 10:56:56, 14.60335, -61.06493
2026-02-20 10:57:01, 14.60782, -61.06476
2026-02-20 10:57:06, 14.60946, -61.06576
2026-02-20 10:57:11, 14.60849, -61.0644
2026-02-23 10:43:41, 14.60043, -61.06458
2026-02-23 10:43:48, 14.6115, -61.06392
2026-02-23 10:43:53, 14.60663, -61.06459
2026-02-23 10:43:58, 14.60582, -61.0634
2026-02-23 10:44:03, 14.59722, -61.0667
2026-02-23 10:44:08, 14.60125, -61.06545
2026-02-23 10:44:13, 14.61385, -61.06625
